Phone_Number,State,Account_Length,Area_Code,International_Plan,Voice_Mail_Plan,Number_Vmail_Messages,Total_Day_Minutes,Total_Day_Calls,Total_Day_Charge,Total_Eve_Minutes,Total_Eve_Calls,Total_Eve_Charge,Total_Night_Minutes,Total_Night_Calls,Total_Night_Charge,Total_Intl_Minutes,Total_Intl_Calls,Total_Intl_Charge,Customer_Service_Calls,Churn
342-4122,PA,119,C408,No,No,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,Yes
340-1876,NC,162,C408,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,Yes
383-6095,MO,85,C510,No,No,0,165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5,Yes
413-1061,KS,101,C510,No,Yes,25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1,No
343-5347,KY,172,C415,No,No,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,No
376-4861,DE,80,C415,No,No,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,No
417-2265,WI,67,C510,No,No,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,No
419-7415,CO,86,C408,No,No,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,No
407-2259,NM,107,C415,No,No,0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1,Yes
333-2906,DE,133,C510,No,No,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,No
360-7477,IL,116,C510,No,No,0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,0,No
342-5243,WA,63,C408,No,No,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0,No
417-3999,MA,119,C408,Yes,Yes,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0,Yes
379-1720,OH,133,C408,Yes,No,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,Yes
368-3117,TN,94,C408,Yes,No,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,No
352-5000,MA,69,C510,No,No,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,No
405-7676,MI,146,C408,No,No,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,Yes
361-2349,TX,119,C510,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,Yes
383-2901,NH,142,C408,Yes,Yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,No
369-7049,MD,123,C408,No,No,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,No
387-5533,MS,101,C408,No,No,0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,Yes
362-3660,AZ,43,C415,No,No,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8,5,2.16,0,No
357-3577,IN,69,C408,No,No,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,No
394-3312,NY,15,C510,Yes,No,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,No
395-8330,WI,107,C510,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,No
373-8895,WV,67,C510,No,No,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,No
386-4581,NY,99,C415,No,No,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,No
354-8191,OK,46,C415,No,No,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,No
359-7562,NC,55,C408,Yes,No,0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,No
359-4336,KY,39,C415,No,No,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,Yes
336-9901,TX,92,C510,No,No,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,No
406-3069,CT,56,C415,No,No,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,4,Yes
334-6519,NE,76,C415,No,No,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,Yes
361-8113,HI,132,C408,Yes,Yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,No
347-9769,SC,140,C510,No,Yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3,1,No
352-9130,AK,51,C510,Yes,Yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,No
378-4557,SD,27,C408,No,No,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,No
360-8919,ID,224,C510,No,No,0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,3,No
405-4109,OK,105,C510,Yes,Yes,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,Yes
381-2498,WA,117,C408,No,No,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,No
357-5696,SD,91,C415,No,No,0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,Yes
412-2947,OH,135,C415,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,No
363-3571,VA,146,C415,No,No,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,No
405-5403,WI,147,C415,Yes,No,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,Yes
330-9354,IN,68,C510,No,No,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,Yes
396-7091,NM,68,C408,No,No,0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,3,No
398-3004,HI,86,C408,No,Yes,21,197.9,99,33.64,165.6,100,14.08,208,120,9.36,10.1,9,2.73,0,No
400-4020,KY,131,C415,No,No,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,No
356-3448,OH,86,C415,No,Yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,No
335-2019,VT,159,C415,No,No,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,2,Yes
332-6633,AZ,134,C415,No,Yes,40,142.9,105,24.29,88.6,61,7.53,290,96,13.05,10.8,6,2.92,1,No
359-7648,VT,113,C510,No,No,0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1,No
412-9190,MO,132,C408,No,No,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,No
368-9007,AL,85,C415,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,No
384-5632,NJ,93,C510,Yes,Yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,Yes
352-6068,WA,174,C408,No,Yes,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4,Yes
343-9645,NY,61,C415,No,No,0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,2,No
384-7873,DC,91,C415,No,Yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,No
396-2187,NE,88,C408,No,Yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,No
383-5109,MA,88,C408,No,Yes,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,No
377-7843,VT,195,C415,No,Yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,No
382-7999,NM,182,C415,No,No,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,No
328-1222,CO,118,C408,No,No,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,No
371-1727,NH,103,C408,No,No,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,Yes
369-8871,IL,65,C510,No,No,0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,No
335-9726,UT,61,C408,No,Yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,No
357-3709,WV,172,C415,No,No,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,No
422-9964,NJ,72,C415,No,No,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,No
366-9211,NM,113,C510,No,No,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12,11,3,2.97,2,No
384-9033,ND,177,C408,No,No,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,No
382-4932,WA,100,C408,No,No,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,Yes
404-7518,NM,67,C415,No,No,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,No
353-1954,DE,136,C415,No,No,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,No
391-7166,GA,71,C415,No,No,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,No
370-9000,HI,134,C408,No,No,0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,1,No
332-3642,CT,124,C415,No,No,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,No
412-3898,NJ,84,C415,No,No,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,No
366-5640,ME,39,C408,No,No,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,No
356-2302,OK,110,C510,No,No,0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,No
345-9018,TN,102,C510,No,No,0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,No
365-6205,WY,70,C415,No,No,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,No
337-1151,NY,142,C415,No,No,0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1,No
374-4664,DE,81,C510,Yes,No,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,No
396-9656,RI,17,C415,No,No,0,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1,No
377-5043,PA,119,C408,No,No,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,Yes
401-7359,HI,105,C415,No,No,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,Yes
375-2184,MD,108,C415,Yes,Yes,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,Yes
367-6005,VA,90,C415,No,No,0,102,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,No
364-2166,IN,100,C415,No,Yes,33,218.7,104,37.18,155,144,13.18,99,117,4.46,12.1,4,3.27,1,No
414-4741,OR,155,C408,No,Yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,No
403-9719,AZ,113,C510,No,No,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,Yes
371-8452,WI,123,C415,No,No,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,No
392-6239,VA,145,C408,No,No,0,199.2,124,33.86,126,86,10.71,289.2,135,13.01,7.6,3,2.05,1,No
410-5250,MO,42,C415,No,No,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,No
336-1574,NV,125,C510,No,No,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,No
406-8324,HI,131,C415,No,Yes,30,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,No
411-7110,WA,107,C415,No,No,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,No
341-9907,IL,48,C408,No,No,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,No
400-8952,IL,76,C510,No,No,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,No
333-9266,LA,128,C415,No,No,0,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84,1,No
419-4894,WI,73,C415,No,No,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,No
364-9904,TX,52,C415,No,No,0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,4,Yes
394-3048,MI,126,C415,Yes,Yes,26,129.3,123,21.98,176.5,114,15,154.5,102,6.95,9.6,7,2.59,1,No
352-6265,NC,124,C415,No,No,0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,1,No
357-3187,WA,137,C408,No,No,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,No
373-8483,ND,71,C510,No,No,0,238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,Yes
375-9930,NE,139,C415,No,No,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,No
352-6282,MS,107,C510,No,Yes,30,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4,3,No
396-2945,KY,147,C408,No,No,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,No
412-3527,RI,116,C510,No,No,0,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35,3,No
328-4231,NY,60,C510,No,Yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,No
413-9055,TX,38,C510,No,No,0,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,No
363-8755,DE,63,C408,No,No,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3,3,No
388-8891,NM,94,C415,No,No,0,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,No
360-1776,RI,131,C415,No,No,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,No
411-3578,MS,158,C510,No,No,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,1,No
399-7268,NY,139,C510,No,No,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1,Yes
350-1532,NE,77,C415,No,No,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54,1,No
359-2197,WI,140,C415,No,No,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,No
407-9290,KY,72,C408,No,No,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8,6,2.16,1,No
358-6672,SD,52,C510,No,Yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,No
393-4621,VA,103,C510,No,No,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5,No
336-7357,KS,74,C415,No,Yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9,4,2.43,1,No
351-1466,ND,124,C415,No,No,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,No
394-6668,CO,85,C510,No,Yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,No
403-2673,KY,113,C408,No,Yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,Yes
355-1735,WA,71,C408,No,No,0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,No
416-7679,NV,177,C415,No,Yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,No
340-4972,SC,49,C415,Yes,No,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,Yes
417-4826,RI,106,C510,Yes,No,0,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,Yes
408-6676,ID,60,C510,No,No,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,1,No
417-6683,KY,43,C408,No,No,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,No
331-6270,ME,66,C510,No,No,0,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,No
404-9754,SD,125,C415,No,No,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,No
364-9425,SC,114,C510,No,Yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,No
339-6477,TN,112,C415,No,No,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,Yes
362-2787,MT,101,C408,No,Yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,No
405-9233,WI,70,C415,No,No,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,No
416-1845,AK,59,C408,No,No,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,No
385-9657,AZ,59,C408,No,No,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,No
420-5652,MT,124,C415,No,Yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24,2,No
415-1141,DE,99,C415,No,No,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,No
334-5634,VA,150,C510,No,No,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,No
403-4200,MA,81,C510,No,No,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,No
357-7893,IN,86,C510,No,No,0,216.3,96,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22,0,No
369-2899,MD,84,C510,No,No,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,No
381-1026,NV,118,C510,No,Yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,No
388-8722,CO,89,C415,No,No,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,No
418-3135,KS,93,C415,No,No,0,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,No
380-3974,AR,85,C415,No,No,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,No
338-7232,WY,160,C408,No,No,0,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,0,No
334-5223,PA,28,C415,No,No,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,No
340-8323,TX,73,C408,No,No,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,Yes
337-6851,NY,156,C408,No,No,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,No
344-5973,OR,33,C415,Yes,No,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13,6,3.51,1,No
335-2261,CA,77,C510,No,No,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,No
343-1458,NY,119,C415,No,No,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3,1,No
415-4875,AR,91,C510,No,Yes,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,3,No
381-2726,MI,102,C510,No,No,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,No
395-3852,OK,86,C415,No,Yes,33,253.1,112,43.03,210.1,94,17.86,95,98,4.27,11.9,4,3.21,3,No
358-7914,TX,82,C415,No,No,0,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,No
332-6958,NC,89,C408,No,No,0,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,No
355-1019,ID,86,C415,No,No,0,194.2,98,33.01,193.8,95,16.47,192,123,8.64,9.3,7,2.51,3,No
382-9447,IL,134,C408,No,No,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,No
386-8536,OR,92,C415,No,No,0,196.5,82,33.41,190,89,16.15,163.2,99,7.34,10.8,2,2.92,2,No
363-3818,SD,87,C510,No,No,0,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,3,No
360-6416,NE,64,C408,No,No,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,No
332-8764,RI,80,C510,No,No,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,No
398-4814,MD,165,C415,No,Yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,No
410-5963,ID,153,C415,No,Yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,No
399-6642,ME,41,C415,No,Yes,30,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1,No
390-9986,SD,108,C415,No,No,0,240.2,78,40.83,230.3,109,19.58,217,83,9.76,5.2,1,1.4,2,No
391-1793,NY,104,C415,No,Yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3,1,No
352-5542,DE,115,C408,No,No,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,No
386-8118,OK,87,C415,No,No,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,No
394-9825,SC,159,C415,No,Yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,No
382-4952,IN,119,C510,No,No,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,No
387-2698,NV,69,C415,No,No,0,153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81,1,No
417-1360,IL,87,C408,Yes,Yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,No
408-4836,SD,93,C510,No,No,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,Yes
374-8329,OK,154,C415,Yes,No,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,Yes
363-8424,KS,57,C415,No,Yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,No
408-8910,IA,130,C510,No,No,0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,5,No
399-3840,NJ,151,C415,No,No,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,No
367-8692,NJ,162,C408,No,No,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,2,Yes
387-4504,MT,60,C415,No,No,0,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,No
328-2647,IA,81,C510,No,No,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,No
369-7903,WA,132,C415,No,No,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6,8,6,2.16,3,No
399-6852,NE,86,C408,No,No,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,No
335-4888,TX,136,C408,No,No,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,Yes
344-2260,MS,121,C415,No,Yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,No
349-4070,IA,105,C510,No,Yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,No
394-6505,WI,105,C415,No,Yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,No
419-3612,MT,51,C415,No,Yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,No
356-1952,GA,64,C408,No,No,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,No
416-7866,MT,80,C510,Yes,Yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,0,No
398-1759,ND,56,C415,No,No,0,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67,4,No
338-9950,VT,120,C415,No,No,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3,1,No
412-7278,SD,103,C510,No,No,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,No
347-1263,OH,164,C510,No,Yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,No
386-5684,OH,116,C415,No,Yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7,2,1.89,2,No
334-4354,MT,121,C408,No,No,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1,No
398-5970,IL,55,C415,Yes,No,0,269.6,121,45.83,171.7,91,14.59,219,98,9.86,8.2,6,2.21,1,No
330-3429,NV,183,C415,No,No,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,No
418-4637,UT,104,C408,No,No,0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,13,4,3.51,0,No
393-7322,NH,90,C408,No,No,0,140.2,97,23.83,213.9,102,18.18,120,126,5.4,7.1,2,1.92,1,No
353-5557,LA,82,C415,No,No,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,No
411-5334,VT,101,C415,No,No,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,No
398-8588,NY,9,C415,No,Yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,No
374-7285,CT,97,C415,No,No,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,No
379-7215,KS,94,C408,No,No,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,Yes
357-7875,MI,127,C510,No,Yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,No
393-9677,SD,125,C510,No,Yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,No
345-9598,ME,140,C415,No,No,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,No
353-3203,MD,90,C415,No,No,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,No
330-7486,VA,67,C415,No,No,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,No
397-6425,NJ,113,C415,No,No,0,186,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,No
338-1815,TN,121,C510,No,Yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,No
